n,k,"Wn,k1","Wn,k2","Wn,k3","Wn,k4","Wn,k5","Wn,k6","Wn,k7","Wn,k8","Wn,k9","Wn,k10","Wn,k11","Wn,k12","Wn,k13","Wn,k14","Wn,k15","Wn,k16","Wn,k17","Wn,k18","Wn,k19","Wn,k20","Wn,k21","Wn,k22","Wn,k23","Wn,k24","Wn,k25","Wn,k26","Wn,k27","Wn,k28","Wn,k29","Wn,k30","Wn,k31","Wn,k32","Wn,k33","Wn,k34","Wn,k35","Wn,k36","Wn,k37","Wn,k38","Wn,k39","Wn,k40","Wn,k41","Wn,k42","Wn,k43","Wn,k44","Wn,k45","Wn,k46","Wn,k47","Wn,k48","Wn,k49","Wn,k50","Wn,k51","Wn,k52","Wn,k53","Wn,k54","Wn,k55","Wn,k56","Wn,k57","Wn,k58","Wn,k59","Wn,k60","Wn,k61","Wn,k62","Wn,k63","Wn,k64","Wn,k65","Wn,k66","Wn,k67","Wn,k68","Wn,k69","Wn,k70","Wn,k71","Wn,k72","Wn,k73","Wn,k74","Wn,k75","Wn,k76","Wn,k77","Wn,k78","Wn,k79","Wn,k80","Wn,k81","Wn,k82","Wn,k83","Wn,k84","Wn,k85","Wn,k86","Wn,k87","Wn,k88","Wn,k89","Wn,k90","Wn,k91","Wn,k92","Wn,k93","Wn,k94","Wn,k95","Wn,k96","Wn,k97","Wn,k98","Wn,k99","Wn,k100"
86,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82937E+19,-1.14989E+21,3.56728E+22,-7.27932E+23,1.09872E+25,-1.30792E+26,1.27857E+27,-1.05533E+28,7.5051E+28,-4.66984E+29,2.57308E+30,-1.26768E+31,5.62862E+31,-2.26719E+32,8.3305E+32,-2.8054E+33,8.6938E+33,-2.48789E+34,6.59437E+34,-1.62323E+35,3.71922E+35,-7.94817E+35,1.58705E+36,-2.96549E+36,5.19242E+36,-8.52942E+36,1.31578E+37,-1.90784E+37,2.60198E+37,-3.33991E+37,4.03684E+37,-4.59602E+37,4.93023E+37,-4.98379E+37,4.74763E+37,-4.26177E+37,3.60432E+37,-2.87115E+37,2.15336E+37,-1.5198E+37,1.00877E+37,-6.2922E+36,3.68495E+36,-2.02407E+36,1.0415E+36,-5.01346E+35,2.25408E+35,-9.44865E+34,3.68509E+34,-1.33409E+34,4.4711E+33,-1.38294E+33,3.93385E+32,-1.02489E+32,2.434E+31,-5.23973E+30,1.01569E+30,-1.75877E+29,2.69414E+28,-3.60683E+27,4.15537E+26,-4.03679E+25,3.21577E+24,-2.01716E+23,9.34288E+21,-2.84091E+20,4.25436E+18,,,,,,,,,,,,,,
86,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.74946E+19,-3.56728E+21,1.0919E+23,-2.19744E+24,3.2698E+25,-3.83572E+26,3.69366E+27,-3.00204E+28,2.10143E+29,-1.28654E+30,6.97222E+30,-3.37717E+31,1.47367E+32,-5.83135E+32,2.10405E+33,-6.95504E+33,2.11471E+34,-5.93493E+34,1.54207E+35,-3.71922E+35,8.34558E+35,-1.74576E+36,3.41032E+36,-6.23091E+36,1.06618E+37,-1.71052E+37,2.57558E+37,-3.64277E+37,4.84287E+37,-6.05526E+37,7.12383E+37,-7.88837E+37,8.22325E+37,-8.07097E+37,7.45809E+37,-6.48778E+37,5.31163E+37,-4.09139E+37,2.96361E+37,-2.01754E+37,1.2899E+37,-7.73839E+36,4.35175E+36,-2.29131E+36,1.12803E+36,-5.18437E+35,2.22043E+35,-8.84421E+34,3.26851E+34,-1.11777E+34,3.5265E+33,-1.0228E+33,2.71597E+32,-6.57179E+31,1.44093E+31,-2.84393E+30,5.0125E+29,-7.813E+28,1.06401E+28,-1.24661E+27,1.23122E+26,-9.96889E+24,6.35406E+23,-2.98972E+22,9.23296E+20,-1.40394E+19,,,,,,,,,,,,,,
86,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6987E+20,-1.0399E+22,3.13921E+23,-6.22818E+24,9.13267E+25,-1.05533E+27,1.00068E+28,-8.00544E+28,5.51375E+29,-3.32011E+30,1.76899E+31,-8.421E+31,3.60988E+32,-1.4027E+33,4.96789E+33,-1.61121E+34,4.80447E+34,-1.32177E+35,3.36501E+35,-7.94817E+35,1.74576E+36,-3.57272E+36,6.82433E+36,-1.21849E+37,2.03633E+37,-3.18881E+37,4.68357E+37,-6.45716E+37,8.36203E+37,-1.01769E+38,1.16447E+38,-1.25307E+38,1.26829E+38,-1.2075E+38,1.0813E+38,-9.10565E+37,7.20864E+37,-5.36273E+37,3.74685E+37,-2.45695E+37,1.51083E+37,-8.70349E+36,4.69173E+36,-2.36349E+36,1.11094E+36,-4.8638E+35,1.97942E+35,-7.47089E+34,2.60814E+34,-8.39643E+33,2.48394E+33,-6.72526E+32,1.6586E+32,-3.70524E+31,7.4484E+30,-1.33667E+30,2.12067E+29,-2.93871E+28,3.50238E+27,-3.51777E+26,2.89573E+25,-1.87596E+24,8.96916E+22,-2.81385E+21,4.34552E+19,,,,,,,,,,,,,,
86,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72683E+20,-2.85382E+22,8.49298E+23,-1.66049E+25,2.39848E+26,-2.72913E+27,2.54719E+28,-2.005E+29,1.35823E+30,-8.04088E+30,4.2105E+31,-1.96903E+32,8.28867E+32,-3.16138E+33,1.09855E+34,-3.49416E+34,1.02137E+35,-2.75319E+35,6.86433E+35,-1.58705E+36,3.41032E+36,-6.82433E+36,1.27387E+37,-2.22145E+37,3.62365E+37,-5.53512E+37,7.9247E+37,-1.06426E+38,1.3415E+38,-1.58792E+38,1.76568E+38,-1.84479E+38,1.81125E+38,-1.67109E+38,1.44863E+38,-1.1796E+38,9.01913E+37,-6.47184E+37,4.35551E+37,-2.74696E+37,1.62201E+37,-8.95693E+36,4.61955E+36,-2.22187E+36,9.94869E+35,-4.13879E+35,1.59605E+35,-5.69049E+34,1.87011E+34,-5.64533E+33,1.55904E+33,-3.92032E+32,8.92626E+31,-1.82824E+31,3.34167E+30,-5.39808E+29,7.61392E+28,-9.23355E+27,9.43402E+26,-7.89744E+25,5.20152E+24,-2.52767E+23,8.05786E+21,-1.26415E+20,,,,,,,,,,,,,,
86,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24079E+21,-7.3852E+22,2.16585E+24,-4.17127E+25,5.93289E+26,-6.64483E+27,6.10217E+28,-4.72426E+29,3.14643E+30,-1.83065E+31,9.41709E+31,-4.32452E+32,1.78687E+33,-6.68683E+33,2.2788E+34,-7.10518E+34,2.03497E+35,-5.37208E+35,1.31104E+36,-2.96549E+36,6.23091E+36,-1.21849E+37,2.22145E+37,-3.7812E+37,6.01644E+37,-8.95836E+37,1.24935E+38,-1.63313E+38,2.00216E+38,-2.30307E+38,2.48646E+38,-2.52E+38,2.39766E+38,-2.14145E+38,1.79504E+38,-1.41169E+38,1.04112E+38,-7.19606E+37,4.65789E+37,-2.82089E+37,1.59667E+37,-8.43569E+36,4.15394E+36,-1.90323E+36,8.09762E+35,-3.19211E+35,1.16284E+35,-3.90285E+34,1.2027E+34,-3.38921E+33,8.69287E+32,-2.01811E+32,4.21291E+31,-7.84565E+30,1.29084E+30,-1.85382E+29,2.28831E+28,-2.37901E+27,2.02586E+26,-1.35692E+25,6.70383E+23,-2.17212E+22,3.46268E+20,,,,,,,,,,,,,,
86,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07717E+21,-1.80488E+23,5.21409E+24,-9.88814E+25,1.38434E+27,-1.52554E+28,1.37791E+29,-1.04881E+30,6.86494E+30,-3.92379E+31,1.98207E+32,-8.93434E+32,3.62203E+33,-1.3293E+34,4.44074E+34,-1.35665E+35,3.80523E+35,-9.83283E+35,2.34768E+36,-5.19242E+36,1.06618E+37,-2.03633E+37,3.62365E+37,-6.01644E+37,9.33162E+37,-1.35346E+38,1.83727E+38,-2.33585E+38,2.78287E+38,-3.10807E+38,3.255E+38,-3.19688E+38,2.94449E+38,-2.54297E+38,2.05872E+38,-1.56168E+38,1.10939E+38,-7.37499E+37,4.58395E+37,-2.66112E+37,1.4411E+37,-7.26939E+36,3.40995E+36,-1.48456E+36,5.9852E+35,-2.22877E+35,7.64307E+34,-2.4054E+34,6.91964E+33,-1.81102E+33,4.28848E+32,-9.12797E+31,1.73258E+31,-2.9044E+30,4.24835E+29,-5.3394E+28,5.65016E+27,-4.89584E+26,3.33576E+25,-1.67596E+24,5.5208E+22,-8.94525E+20,,,,,,,,,,,,,,
86,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.21951E+21,-4.17127E+23,1.18658E+25,-2.21494E+26,3.05109E+27,-3.30698E+28,2.93667E+29,-2.19678E+30,1.41256E+31,-7.92829E+31,3.93111E+32,-1.73857E+33,6.91236E+33,-2.48681E+34,8.13987E+34,-2.43534E+35,6.68632E+35,-1.69033E+36,3.94624E+36,-8.52942E+36,1.71052E+37,-3.18881E+37,5.53512E+37,-8.95836E+37,1.35346E+38,-1.91076E+38,2.52272E+38,-3.11682E+38,3.60537E+38,-3.906E+38,3.96413E+38,-3.76895E+38,3.35672E+38,-2.79985E+38,2.18636E+38,-1.59752E+38,1.0915E+38,-6.96761E+37,4.15134E+37,-2.30576E+37,1.19218E+37,-5.72872E+36,2.55345E+36,-1.0534E+36,4.01179E+35,-1.40633E+35,4.52215E+34,-1.32857E+34,3.54959E+33,-8.57697E+32,1.86211E+32,-3.60377E+31,6.15733E+30,-9.17643E+29,1.17467E+29,-1.26564E+28,1.11625E+27,-7.73896E+25,3.95526E+24,-1.32499E+23,2.18264E+21,,,,,,,,,,,,,,
86,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60433E+22,-9.12752E+23,2.55571E+25,-4.69398E+26,6.35958E+27,-6.77693E+28,5.91441E+29,-4.34635E+30,2.74441E+31,-1.51197E+32,7.35551E+32,-3.19032E+33,1.24341E+34,-4.38301E+34,1.40501E+35,-4.11466E+35,1.10522E+36,-2.73201E+36,6.23304E+36,-1.31578E+37,2.57558E+37,-4.68357E+37,7.9247E+37,-1.24935E+38,1.83727E+38,-2.52272E+38,3.23669E+38,-3.8827E+38,4.35669E+38,-4.57399E+38,4.49375E+38,-4.13135E+38,3.55366E+38,-2.85908E+38,2.15051E+38,-1.51131E+38,9.91544E+37,-6.06735E+37,3.45863E+37,-1.83412E+37,9.03375E+36,-4.12481E+36,1.74215E+36,-6.78919E+35,2.43402E+35,-8.00073E+34,2.40165E+34,-6.55309E+33,1.61643E+33,-3.58097E+32,7.06893E+31,-1.23147E+31,1.87058E+30,-2.4397E+29,2.67731E+28,-2.40423E+27,1.69662E+26,-8.82327E+24,3.00671E+23,-5.03686E+21,,,,,,,,,,,,,,
86,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38056E+22,-1.89311E+24,5.21553E+25,-9.42161E+26,1.25499E+28,-1.31431E+29,1.12683E+30,-8.13158E+30,5.03989E+31,-2.72426E+32,1.29976E+33,-5.52625E+33,2.11034E+34,-7.28522E+34,2.28592E+35,-6.54943E+35,1.72016E+36,-4.15536E+36,9.25923E+36,-1.90784E+37,3.64277E+37,-6.45716E+37,1.06426E+38,-1.63313E+38,2.33585E+38,-3.11682E+38,3.8827E+38,-4.51805E+38,4.91281E+38,-4.99305E+38,4.7434E+38,-4.21174E+38,3.49443E+38,-2.70805E+38,1.9591E+38,-1.32206E+38,8.31451E+37,-4.86771E+37,2.64929E+37,-1.33833E+37,6.26359E+36,-2.71002E+36,1.08124E+36,-3.96656E+35,1.33345E+35,-4.0917E+34,1.14072E+34,-2.87365E+33,6.4988E+32,-1.30906E+32,2.3261E+31,-3.6026E+30,4.78903E+29,-5.35461E+28,4.89751E+27,-3.51891E+26,1.86269E+25,-6.45886E+23,1.10065E+22,,,,,,,,,,,,,,
86,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.76112E+22,-3.72538E+24,1.00946E+26,-1.79284E+27,2.34699E+28,-2.41464E+29,2.03289E+30,-1.43997E+31,8.75656E+31,-4.642E+32,2.17103E+33,-9.0443E+33,3.38242E+34,-1.14296E+35,3.50863E+35,-9.82947E+35,2.5229E+36,-5.95236E+36,1.2946E+37,-2.60198E+37,4.84287E+37,-8.36203E+37,1.3415E+38,-2.00216E+38,2.78287E+38,-3.60537E+38,4.35669E+38,-4.91281E+38,5.17137E+38,-5.08221E+38,4.663E+38,-3.99364E+38,3.19164E+38,-2.37891E+38,1.65257E+38,-1.06901E+38,6.43233E+37,-3.59547E+37,1.86411E+37,-8.94799E+36,3.96824E+36,-1.62186E+36,6.0915E+35,-2.09543E+35,6.57594E+34,-1.87404E+34,4.82363E+33,-1.11408E+33,2.29086E+32,-4.15375E+31,6.56188E+30,-8.89392E+29,1.01355E+29,-9.4452E+27,6.91215E+26,-3.72538E+25,1.31484E+24,-2.27991E+22,,,,,,,,,,,,,,
86,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28461E+23,-6.96178E+24,1.85466E+26,-3.23723E+27,4.16317E+28,-4.20599E+29,3.47578E+30,-2.4156E+31,1.44062E+32,-7.4863E+32,3.4306E+33,-1.39962E+34,5.12362E+34,-1.69382E+35,5.08421E+35,-1.39194E+36,3.48931E+36,-8.03547E+36,1.70475E+37,-3.33991E+37,6.05526E+37,-1.01769E+38,1.58792E+38,-2.30307E+38,3.10807E+38,-3.906E+38,4.57399E+38,-4.99305E+38,5.08221E+38,-4.8238E+38,4.26906E+38,-3.5218E+38,2.70703E+38,-1.9375E+38,1.29018E+38,-7.98496E+37,4.58732E+37,-2.44262E+37,1.20335E+37,-5.47343E+36,2.29298E+36,-8.82217E+35,3.10702E+35,-9.97729E+34,2.908E+34,-7.65127E+33,1.80558E+33,-3.79176E+32,7.01841E+31,-1.13136E+31,1.5641E+30,-1.8174E+29,1.72619E+28,-1.28709E+27,7.06538E+25,-2.539E+24,4.48121E+22,,,,,,,,,,,,,,
86,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32059E+23,-1.23644E+25,3.23723E+26,-5.55089E+27,7.00998E+28,-6.95157E+29,5.6364E+30,-3.84165E+31,2.24589E+32,-1.14353E+33,5.13195E+33,-2.04945E+34,7.33988E+34,-2.37263E+35,6.95972E+35,-1.86097E+36,4.55343E+36,-1.02285E+37,2.11528E+37,-4.03684E+37,7.12383E+37,-1.16447E+38,1.76568E+38,-2.48646E+38,3.255E+38,-3.96413E+38,4.49375E+38,-4.7434E+38,4.663E+38,-4.26906E+38,3.6392E+38,-2.8875E+38,2.13125E+38,-1.46221E+38,9.31578E+37,-5.50478E+37,3.01257E+37,-1.52424E+37,7.11546E+36,-3.0573E+36,1.2057E+36,-4.34982E+35,1.43008E+35,-4.26507E+34,1.14769E+34,-2.76855E+33,5.94043E+32,-1.12295E+32,1.84788E+31,-2.60684E+30,3.08958E+29,-2.99207E+28,2.27386E+27,-1.27177E+26,4.65484E+24,-8.36493E+22,,,,,,,,,,,,,,
86,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98852E+23,-2.08853E+25,5.37183E+26,-9.04514E+27,1.12122E+29,-1.09092E+30,8.6747E+30,-5.79585E+31,3.31993E+32,-1.65547E+33,7.27224E+33,-2.84125E+34,9.94974E+34,-3.1431E+35,9.00468E+35,-2.35016E+36,5.60917E+36,-1.22823E+37,2.47419E+37,-4.59602E+37,7.88837E+37,-1.25307E+38,1.84479E+38,-2.52E+38,3.19688E+38,-3.76895E+38,4.13135E+38,-4.21174E+38,3.99364E+38,-3.5218E+38,2.8875E+38,-2.2E+38,1.55654E+38,-1.02173E+38,6.21508E+37,-3.49846E+37,1.81926E+37,-8.72218E+36,3.84629E+36,-1.55574E+36,5.75299E+35,-1.93753E+35,5.91606E+34,-1.62898E+34,4.01887E+33,-8.81483E+32,1.70253E+32,-2.86124E+31,4.12048E+30,-4.9832E+29,4.92243E+28,-3.81422E+27,2.17431E+26,-8.10842E+24,1.4841E+23,,,,,,,,,,,,,,
86,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.52667E+23,-3.35739E+25,8.47982E+26,-1.40153E+28,1.70456E+29,-1.62651E+30,1.26784E+31,-8.29983E+31,4.656E+32,-2.27257E+33,9.76678E+33,-3.73115E+34,1.27688E+35,-3.93955E+35,1.10164E+36,-2.80458E+36,6.52495E+36,-1.39173E+37,2.72889E+37,-4.93023E+37,8.22325E+37,-1.26829E+38,1.81125E+38,-2.39766E+38,2.94449E+38,-3.35672E+38,3.55366E+38,-3.49443E+38,3.19164E+38,-2.70703E+38,2.13125E+38,-1.55654E+38,1.05366E+38,-6.60352E+37,3.82645E+37,-2.04667E+37,1.0085E+37,-4.56746E+36,1.89606E+36,-7.19124E+35,2.48245E+35,-7.76483E+34,2.18894E+34,-5.52594E+33,1.23959E+33,-2.44739E+32,4.20245E+31,-6.18073E+30,7.63053E+29,-7.6913E+28,6.07891E+27,-3.53326E+26,1.34296E+25,-2.50442E+23,,,,,,,,,,,,,,
86,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01739E+24,-5.13928E+25,1.27411E+27,-2.06613E+28,2.4644E+29,-2.30517E+30,1.76057E+31,-1.12873E+32,6.19793E+32,-2.95963E+33,1.24372E+34,-4.64321E+34,1.55194E+35,-4.67361E+35,1.27481E+36,-3.16361E+36,7.16953E+36,-1.48848E+37,2.83862E+37,-4.98379E+37,8.07097E+37,-1.2075E+38,1.67109E+38,-2.14145E+38,2.54297E+38,-2.79985E+38,2.85908E+38,-2.70805E+38,2.37891E+38,-1.9375E+38,1.46221E+38,-1.02173E+38,6.60352E+37,-3.9424E+37,2.17071E+37,-1.10018E+37,5.1211E+36,-2.18334E+36,8.49874E+35,-3.00904E+35,9.64721E+34,-2.78593E+34,7.20047E+33,-1.65278E+33,3.33735E+32,-5.85796E+31,8.80285E+30,-1.10989E+30,1.14204E+29,-9.21046E+27,5.46049E+26,-2.11618E+25,4.02225E+23,,,,,,,,,,,,,,
86,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51155E+24,-7.49479E+25,1.82306E+27,-2.8993E+28,3.38995E+29,-3.10689E+30,2.32385E+31,-1.45834E+32,7.83432E+32,-3.65799E+33,1.50222E+34,-5.47745E+34,1.78697E+35,-5.24922E+35,1.39571E+36,-3.3739E+36,7.44242E+36,-1.5028E+37,2.78506E+37,-4.74763E+37,7.45809E+37,-1.0813E+38,1.44863E+38,-1.79504E+38,2.05872E+38,-2.18636E+38,2.15051E+38,-1.9591E+38,1.65257E+38,-1.29018E+38,9.31578E+37,-6.21508E+37,3.82645E+37,-2.17071E+37,1.13254E+37,-5.42234E+36,2.37598E+36,-9.49859E+35,3.45154E+35,-1.13497E+35,3.3595E+34,-8.8947E+33,2.09028E+33,-4.31892E+32,7.75318E+31,-1.19097E+31,1.53427E+30,-1.61229E+29,1.32739E+28,-8.03013E+26,3.17426E+25,-6.15167E+23,,,,,,,,,,,,,,
86,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14137E+24,-1.04175E+26,2.48511E+27,-3.87423E+28,4.43841E+29,-3.98375E+30,2.91667E+31,-1.7907E+32,9.40627E+32,-4.29204E+33,1.72148E+34,-6.12675E+34,1.94971E+35,-5.58284E+35,1.44596E+36,-3.40225E+36,7.2993E+36,-1.43232E+37,2.57728E+37,-4.26177E+37,6.48778E+37,-9.10565E+37,1.1796E+38,-1.41169E+38,1.56168E+38,-1.59752E+38,1.51131E+38,-1.32206E+38,1.06901E+38,-7.98496E+37,5.50478E+37,-3.49846E+37,2.04667E+37,-1.10018E+37,5.42234E+36,-2.44387E+36,1.00414E+36,-3.74739E+35,1.26468E+35,-3.83943E+34,1.04195E+34,-2.50834E+33,5.3061E+32,-9.74685E+31,1.53125E+31,-2.01646E+30,2.16508E+29,-1.82042E+28,1.12422E+27,-4.53466E+25,8.96387E+23,,,,,,,,,,,,,,
86,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89374E+24,-1.38062E+26,3.22852E+27,-4.93157E+28,5.53298E+29,-4.86112E+30,3.48192E+31,-2.09028E+32,1.07301E+33,-4.7819E+33,1.87206E+34,-6.49903E+34,2.01603E+35,-5.62316E+35,1.4176E+36,-3.24413E+36,6.76371E+36,-1.28864E+37,2.24927E+37,-3.60432E+37,5.31163E+37,-7.20864E+37,9.01913E+37,-1.04112E+38,1.10939E+38,-1.0915E+38,9.91544E+37,-8.31451E+37,6.43233E+37,-4.58732E+37,3.01257E+37,-1.81926E+37,1.0085E+37,-5.1211E+36,2.37598E+36,-1.00414E+36,3.85148E+35,-1.33494E+35,4.15938E+34,-1.15772E+34,2.85672E+33,-6.19045E+32,1.16421E+32,-1.87153E+31,2.52058E+30,-2.76649E+29,2.37666E+28,-1.49896E+27,6.17218E+25,-1.24498E+24,,,,,,,,,,,,,,
86,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7314E+24,-1.74515E+26,3.99857E+27,-5.9816E+28,6.56908E+29,-5.64635E+30,3.95459E+31,-2.32002E+32,1.16316E+33,-5.05963E+33,1.93215E+34,-6.53847E+34,1.97571E+35,-5.36391E+35,1.31519E+36,-2.92485E+36,5.92079E+36,-1.09424E+37,1.85087E+37,-2.87115E+37,4.09139E+37,-5.36273E+37,6.47184E+37,-7.19606E+37,7.37499E+37,-6.96761E+37,6.06735E+37,-4.86771E+37,3.59547E+37,-2.44262E+37,1.52424E+37,-8.72218E+36,4.56746E+36,-2.18334E+36,9.49859E+35,-3.74739E+35,1.33494E+35,-4.2718E+34,1.2203E+34,-3.08834E+33,6.85969E+32,-1.32153E+32,2.17502E+31,-2.99745E+30,3.36465E+29,-2.95477E+28,1.90408E+27,-8.00715E+25,1.64876E+24,,,,,,,,,,,,,,
86,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5925E+24,-2.10451E+26,4.72232E+27,-6.91482E+28,7.42941E+29,-6.24408E+30,4.27373E+31,-2.44877E+32,1.19833E+33,-5.08459E+33,1.89271E+34,-6.23907E+34,1.83502E+35,-4.84543E+35,1.15455E+36,-2.49296E+36,4.89527E+36,-8.76727E+36,1.43558E+37,-2.15336E+37,2.96361E+37,-3.74685E+37,4.35551E+37,-4.65789E+37,4.58395E+37,-4.15134E+37,3.45863E+37,-2.64929E+37,1.86411E+37,-1.20335E+37,7.11546E+36,-3.84629E+36,1.89606E+36,-8.49874E+35,3.45154E+35,-1.26468E+35,4.15938E+34,-1.2203E+34,3.16962E+33,-7.22072E+32,1.42586E+32,-2.40397E+31,3.39185E+30,-3.89591E+29,3.49907E+28,-2.30494E+27,9.90358E+25,-2.08264E+24,,,,,,,,,,,,,,
86,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.39618E+24,-2.4217E+26,5.31909E+27,-7.61991E+28,8.00524E+29,-6.57497E+30,4.39522E+31,-2.45812E+32,1.17337E+33,-4.85311E+33,1.75974E+34,-5.64622E+34,1.61514E+35,-4.14452E+35,9.58832E+35,-2.00832E+36,3.82163E+36,-6.62574E+36,1.04907E+37,-1.5198E+37,2.01754E+37,-2.45695E+37,2.74696E+37,-2.82089E+37,2.66112E+37,-2.30576E+37,1.83412E+37,-1.33833E+37,8.94799E+36,-5.47343E+36,3.0573E+36,-1.55574E+36,7.19124E+35,-3.00904E+35,1.13497E+35,-3.83943E+34,1.15772E+34,-3.08834E+33,7.22072E+32,-1.46242E+32,2.52725E+31,-3.65276E+30,4.29549E+29,-3.94766E+28,2.65955E+27,-1.16811E+26,2.50985E+24,,,,,,,,,,,,,,
86,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.05425E+24,-2.65955E+26,5.71493E+27,-8.00524E+28,8.21871E+29,-6.59283E+30,4.30171E+31,-2.34673E+32,1.09195E+33,-4.39935E+33,1.55271E+34,-4.84543E+34,1.34697E+35,-3.35591E+35,7.53119E+35,-1.52865E+36,2.81594E+36,-4.72084E+36,7.21906E+36,-1.00877E+37,1.2899E+37,-1.51083E+37,1.62201E+37,-1.59667E+37,1.4411E+37,-1.19218E+37,9.03375E+36,-6.26359E+36,3.96824E+36,-2.29298E+36,1.2057E+36,-5.75299E+35,2.48245E+35,-9.64721E+34,3.3595E+34,-1.04195E+34,2.85672E+33,-6.85969E+32,1.42586E+32,-2.52725E+31,3.74408E+30,-4.51027E+29,4.24374E+28,-2.9255E+27,1.31413E+26,-2.88633E+24,,,,,,,,,,,,,,
86,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4867E+24,-2.78777E+26,5.85749E+27,-8.01825E+28,8.04004E+29,-6.29518E+30,4.00662E+31,-2.13063E+32,9.6571E+32,-3.7871E+33,1.29999E+34,-3.94235E+34,1.06407E+35,-2.57163E+35,5.59263E+35,-1.0989E+36,1.95742E+36,-3.16934E+36,4.67478E+36,-6.2922E+36,7.73839E+36,-8.70349E+36,8.95693E+36,-8.43569E+36,7.26939E+36,-5.72872E+36,4.12481E+36,-2.71002E+36,1.62186E+36,-8.82217E+35,4.34982E+35,-1.93753E+35,7.76483E+34,-2.78593E+34,8.8947E+33,-2.50834E+33,6.19045E+32,-1.32153E+32,2.40397E+31,-3.65276E+30,4.51027E+29,-4.34725E+28,3.06821E+27,-1.41028E+26,3.16792E+24,,,,,,,,,,,,,,
86,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.63755E+24,-2.78928E+26,5.72732E+27,-7.65718E+28,7.49426E+29,-5.72374E+30,3.55106E+31,-1.83945E+32,8.11521E+32,-3.09522E+33,1.03252E+34,-3.0402E+34,7.95979E+34,-1.86421E+35,3.92465E+35,-7.45684E+35,1.28283E+36,-2.00348E+36,2.84647E+36,-3.68495E+36,4.35175E+36,-4.69173E+36,4.61955E+36,-4.15394E+36,3.40995E+36,-2.55345E+36,1.74215E+36,-1.08124E+36,6.0915E+35,-3.10702E+35,1.43008E+35,-5.91606E+34,2.18894E+34,-7.20047E+33,2.09028E+33,-5.3061E+32,1.16421E+32,-2.17502E+31,3.39185E+30,-4.29549E+29,4.24374E+28,-3.06821E+27,1.44386E+26,-3.31878E+24,,,,,,,,,,,,,,
